,title,artist,genre,특징
3,Shake,Hey Champ(헤이 챔프),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
4,Take a Walk,Passion Pit(패션 핏),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
5,Dreaming,Smallpools(스몰풀스),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
6,Out of Mind,Magic Man(매직 맨),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
7,Hard To Hold (feat. Tegan & Sara),RAC(알에이씨),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
8,We Can't Fly (Oliver Remix),Aeroplane(에어로플레인),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
9,White Night,The Postelles,팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
10,Shadow,Bleachers(블리쳐스),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
11,Let Me In (From 'The Fault In Our Stars' OST),Grouplove(그룹러브),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
12,Shuffle ,Bombay Bicycle Club(봄베이 바이시클 클럽),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
13,How To Love (feat. Sofia Reyes),Cash Cash(캐쉬 캐쉬),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
14,Everything She Wants,Saint Raymond(세인트 레이먼드),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
15,"Go Junior, Go Senior ",Junior Senior(쥬니어 씨니어),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
16,Eat You Up,Sleeper Agent(슬리퍼 에이전트),팝송,해외 팝송 해외 팝 새해 연초 자신감 자존감 개학 개강 시작 도전 응원 신나는
0,Rocket Girl (feat. Betty Who),Lemaitre,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
1,How To Love (feat. Sofia Reyes),Cash Cash(캐쉬 캐쉬),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
2,Your Song,Rita Ora(리타 오라),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
3,Madness,Hedda Mae,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
4,Lemme Know,Thomie,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
5,Not So Secretly,Dylan Conrique,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
6,Good Things (R3HAB Remix),Wafia,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
7,MEDICINE (feat. Tia Scola) [extended mix],Shawn Wasabi,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
8,Summer's Day,Straw Lim,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
9,Dirty Little Secret (Album Version),The All-American Rejects(올 아메리칸 리젝트),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
10,I'm Done (Stripped Version),Gracenote(그레이스노트),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
11,Batflowers,Washington(워싱턴),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
12,Forget You,Cee Lo Green(씨로 그린),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
13,Came Here for Love,Sigala(시갈라),팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
14,South Of The River,Tom Misch,팝송,해외 팝송 해외 팝 시원한 여름 드라이브 청량한
0,bon iver,mxmtoon,팝송,해외 팝송 해외 팝 혼자
1,Stardust,Dan Bravo,팝송,해외 팝송 해외 팝 혼자
2,Lie,Sasha Sloan(사샤 슬론),팝송,해외 팝송 해외 팝 혼자
3,exile (feat. Bon Iver),Taylor Swift(테일러 스위프트),팝송,해외 팝송 해외 팝 혼자
4,"For The Night (feat. Lil Baby, DaBaby)",Pop Smoke,팝송,해외 팝송 해외 팝 혼자
5,I Should Probably Go To Bed,Dan & Shay(댄 & 셰이),팝송,해외 팝송 해외 팝 혼자
6,Be Kind (Stripped),Marshmello(마시멜로),팝송,해외 팝송 해외 팝 혼자
7,LOVE,X Lovers,팝송,해외 팝송 해외 팝 혼자
8,"I JUST WANNA LIVE (feat. Andra Day, Lucky Daye and IDK)",Keedron Bryant,팝송,해외 팝송 해외 팝 혼자
9,All That Energy,April Maey,팝송,해외 팝송 해외 팝 혼자
10,Slow Motion,Charlotte Lawrence(샬롯 로렌스),팝송,해외 팝송 해외 팝 혼자
11,LAVA!,ØZI,팝송,해외 팝송 해외 팝 혼자
12,Talk To Me,Tez Cadey,팝송,해외 팝송 해외 팝 혼자
13,She Don’t Even Know,Lawson(로슨),팝송,해외 팝송 해외 팝 혼자
14,Ain’t Gonna Happen,Glaceo,팝송,해외 팝송 해외 팝 혼자
15,S EX,Conor Matthews,팝송,해외 팝송 해외 팝 혼자
16,Pieces,Adam Rom,팝송,해외 팝송 해외 팝 혼자
0,나랑 아니면,검정치마,국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
1,청춘 (Day),우효(Oohyo),국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
2,Youth,다섯(Dasutt),국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
3,어딜 가든 나쁜 사람들은 있잖아요,TAEK(택),국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
4,좋은 밤 좋은 꿈,너드커넥션(Nerd Connection),국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
5,모래알,2단지,국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
6,LOVE IS ALL AROUND,웨터(wetter),국내인디,국내 인디 국내 인디 감성적인 저녁산책 밤 새벽 가을밤
